title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
The Grey,R,2011.0,117.0,Joe Carnahan,248.0,Liam Neeson,Frank Grillo,James Badge Dale,14000.0,798.0,726.0
Hide and Seek,R,2005.0,101.0,John Polson,21.0,Robert De Niro,Dylan Baker,Robert John Burke,22000.0,812.0,318.0
Anchorman: The Legend of Ron Burgundy,PG-13,2004.0,98.0,Adam McKay,285.0,Darcy Donavan,Will Ferrell,Steve Carell,640000.0,8000.0,7000.0
Goodfellas,R,1990.0,146.0,Martin Scorsese,17000.0,Robert De Niro,Mike Starr,Paul Sorvino,22000.0,854.0,636.0
Agent Cody Banks,PG,2003.0,102.0,Harald Zwart,91.0,Daniel Roebuck,Frankie Muniz,Chris Gauthier,1000.0,934.0,434.0
Nanny McPhee,PG,2005.0,97.0,Kirk Jones,52.0,Colin Firth,Kelly Macdonald,Imelda Staunton,14000.0,2000.0,579.0
Scarface,R,1983.0,142.0,Brian De Palma,0.0,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,14000.0,670.0,638.0
Nothing to Lose,R,1997.0,98.0,Steve Oedekerk,176.0,Kelly Preston,Michael McKean,Rebecca Gayheart,743.0,658.0,468.0
The Last Emperor,PG-13,1987.0,219.0,Bernardo Bertolucci,973.0,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,1000.0,643.0,400.0
Contraband,R,2012.0,109.0,Baltasar Kormákur,175.0,J.K. Simmons,David O'Hara,Lukas Haas,24000.0,736.0,733.0
Money Talks,R,1997.0,97.0,Brett Ratner,420.0,Heather Locklear,Paul Sorvino,Faizon Love,695.0,636.0,585.0
There Will Be Blood,R,2007.0,158.0,Paul Thomas Anderson,0.0,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,272.0,111.0,104.0
The Wild Thornberrys Movie,PG,2002.0,85.0,Cathy Malkasian,0.0,Alfre Woodard,Flea,Cree Summer,1000.0,535.0,503.0
Rugrats Go Wild,PG,2003.0,80.0,John Eng,0.0,Elizabeth Daily,Cree Summer,Nancy Cartwright,971.0,503.0,362.0
Undercover Brother,PG-13,2002.0,86.0,Malcolm D. Lee,92.0,Dave Chappelle,Eddie Griffin,Chi McBride,744.0,489.0,466.0
The Sisterhood of the Traveling Pants,PG,2005.0,119.0,Ken Kwapis,42.0,Mike Vogel,America Ferrera,Kyle Schmid,2000.0,953.0,917.0
Kiss of the Dragon,R,2001.0,98.0,Chris Nahon,20.0,Jet Li,Bridget Fonda,Max Ryan,5000.0,889.0,872.0
The House Bunny,PG-13,2008.0,97.0,Fred Wolf,29.0,Emma Stone,Katharine McPhee,Beverly D'Angelo,15000.0,852.0,816.0
Beauty Shop,PG-13,2005.0,105.0,Bille Woodruff,23.0,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,1000.0,619.0,485.0
Million Dollar Arm,PG,2014.0,124.0,Craig Gillespie,44.0,Jon Hamm,Suraj Sharma,Gregory Alan Williams,4000.0,774.0,367.0
The Giver,PG-13,2014.0,97.0,Phillip Noyce,176.0,Jeff Bridges,Meryl Streep,Alexander Skarsgård,12000.0,11000.0,10000.0
What a Girl Wants,PG,2003.0,105.0,Dennie Gordon,29.0,Colin Firth,Oliver James,Kelly Preston,14000.0,1000.0,743.0
Jeepers Creepers II,R,2003.0,104.0,Victor Salva,108.0,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,296.0,270.0,177.0
Good Luck Chuck,R,2007.0,101.0,Mark Helfrich,7.0,Dane Cook,Dan Fogler,Chelan Simmons,1000.0,562.0,440.0
Cradle 2 the Grave,R,2003.0,101.0,Andrzej Bartkowiak,43.0,Jet Li,Tom Arnold,DMX,5000.0,618.0,432.0
The Hours,PG-13,2002.0,114.0,Stephen Daldry,335.0,Meryl Streep,Stephen Dillane,Miranda Richardson,11000.0,577.0,530.0
She's the Man,PG-13,2006.0,105.0,Andy Fickman,99.0,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,17000.0,1000.0,960.0
Mr. Bean's Holiday,PG,2007.0,90.0,Steve Bendelack,68.0,Lily Atkinson,Emma de Caunes,Steve Pemberton,328.0,132.0,100.0
Anacondas: The Hunt for the Blood Orchid,PG-13,2004.0,97.0,Dwight H. Little,27.0,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,601.0,543.0,522.0
Blood Ties,R,2013.0,144.0,Guillaume Canet,0.0,Mila Kunis,Lili Taylor,Billy Crudup,15000.0,960.0,745.0
August Rush,PG,2007.0,114.0,Kirsten Sheridan,59.0,Robin Williams,Aaron Staton,Marian Seldes,49000.0,702.0,403.0
Elizabeth,R,1998.0,124.0,Shekhar Kapur,159.0,Fanny Ardant,John Gielgud,Eric Cantona,288.0,249.0,240.0
Bride of Chucky,R,1998.0,89.0,Ronny Yu,31.0,Alexis Arquette,Park Bench,Vince Corazza,285.0,81.0,71.0
Tora! Tora! Tora!,G,1970.0,160.0,Richard Fleischer,130.0,Joseph Cotten,Richard Anderson,James Whitmore,469.0,377.0,288.0
Spice World,PG,1997.0,93.0,Bob Spiers,14.0,Jason Flemyng,Richard Briers,Victoria Beckham,1000.0,401.0,199.0
The Sitter,R,2011.0,87.0,David Gordon Green,234.0,Ari Graynor,J.B. Smoove,Kylie Bunbury,904.0,555.0,370.0
Dance Flick,PG-13,2009.0,88.0,Damien Dante Wayans,82.0,Damon Wayans Jr.,Essence Atkins,Chris Elliott,756.0,713.0,571.0
The Shawshank Redemption,R,1994.0,142.0,Frank Darabont,0.0,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,11000.0,745.0,461.0
Crocodile Dundee in Los Angeles,PG,2001.0,92.0,Simon Wincer,23.0,Jere Burns,Paul Hogan,Linda Kozlowski,460.0,442.0,162.0
Kingpin,PG-13,1996.0,117.0,Bobby Farrelly,101.0,Bill Murray,Lin Shaye,Richard Tyson,13000.0,852.0,743.0
The Gambler,R,2014.0,111.0,Rupert Wyatt,81.0,George Kennedy,Cjon Saulsberry,Griffin Cleveland,3000.0,571.0,81.0
August: Osage County,R,2013.0,121.0,John Wells,53.0,Benedict Cumberbatch,Meryl Streep,Julia Roberts,19000.0,11000.0,8000.0
Ice Princess,G,2005.0,98.0,Tim Fywell,3.0,Connie Ray,Trevor Blumas,Amy Stewart,90.0,89.0,28.0
A Lot Like Love,PG-13,2005.0,107.0,Nigel Cole,13.0,Aimee Garcia,Tyrone Giordano,James Read,618.0,172.0,165.0
Eddie the Eagle,PG-13,2016.0,106.0,Dexter Fletcher,452.0,Hugh Jackman,Taron Egerton,Tim McInnerny,20000.0,732.0,141.0
He Got Game,R,1998.0,136.0,Spike Lee,0.0,Denzel Washington,Milla Jovovich,Rosario Dawson,18000.0,14000.0,3000.0
Don Juan DeMarco,PG-13,1994.0,97.0,Jeremy Leven,19.0,Johnny Depp,Marlon Brando,Faye Dunaway,40000.0,10000.0,977.0
Shaun the Sheep,TV-G,,7.0,,,Justin Fletcher,John Sparkes,Kate Harbour,45.0,7.0,3.0
Dear John,PG-13,2010.0,108.0,Lasse Hallström,529.0,Channing Tatum,Henry Thomas,Scott Porter,17000.0,861.0,690.0
The Losers,PG-13,2010.0,97.0,Sylvain White,41.0,Chris Evans,Jason Patric,Óscar Jaenada,11000.0,673.0,619.0
Don't Be Afraid of the Dark,R,2010.0,99.0,Troy Nixey,24.0,Bailee Madison,Alan Dale,Jack Thompson,3000.0,441.0,155.0
War,R,2007.0,103.0,Philip G. Atwell,5.0,Jason Statham,Jet Li,Nadine Velazquez,26000.0,5000.0,874.0
Punch-Drunk Love,R,2002.0,95.0,Paul Thomas Anderson,0.0,Adam Sandler,Emily Watson,Don McManus,11000.0,876.0,98.0
EuroTrip,R,2004.0,93.0,Jeff Schaffer,17.0,Matt Damon,Scott Mechlowicz,Jacob Pitts,13000.0,634.0,360.0
Half Past Dead,PG-13,2002.0,98.0,Don Michael Paul,70.0,Claudia Christian,Nia Peeples,Tony Plana,462.0,444.0,223.0
Unaccompanied Minors,PG,2006.0,90.0,Paul Feig,176.0,Tyler James Williams,Rob Riggle,B.J. Novak,931.0,839.0,825.0
"Bright Lights, Big City",R,1988.0,107.0,James Bridges,21.0,Dianne Wiest,Phoebe Cates,Swoosie Kurtz,967.0,767.0,418.0
The Adventures of Pinocchio,G,1996.0,90.0,Steve Barron,48.0,Martin Landau,Udo Kier,Bebe Neuwirth,940.0,595.0,376.0
The Greatest Game Ever Played,PG,2005.0,120.0,Bill Paxton,0.0,Stephen Dillane,Matthew Knight,Amanda Tilson,577.0,464.0,58.0
The Box,PG-13,2009.0,115.0,Richard Kelly,219.0,Frank Langella,Gillian Jacobs,Celia Weston,903.0,837.0,258.0
The Ruins,R,2008.0,93.0,Carter Smith,27.0,Laura Ramsey,Jonathan Tucker,Sergio Calderón,960.0,664.0,49.0
The Next Best Thing,PG-13,2000.0,99.0,John Schlesinger,154.0,Mark Valley,Rupert Everett,Illeana Douglas,774.0,692.0,347.0
My Soul to Take,R,2010.0,107.0,Wes Craven,0.0,Frank Grillo,Emily Meade,Zena Grey,798.0,374.0,255.0
The Girl Next Door,R,2004.0,110.0,Luke Greenfield,42.0,Chris Marquette,Timothy Bottoms,Jacob Young,355.0,155.0,111.0
Maximum Risk,R,1996.0,101.0,Ringo Lam,17.0,Natasha Henstridge,Zach Grenier,Paul Ben-Victor,900.0,246.0,218.0
Stealing Harvard,PG-13,2002.0,85.0,Bruce McCulloch,54.0,Martin Starr,Megan Mullally,Chris Penn,985.0,637.0,455.0
Legend,R,2015.0,132.0,Brian Helgeland,241.0,Tom Hardy,Paul Anderson,Tara Fitzgerald,27000.0,154.0,151.0
Hot Rod,PG-13,2007.0,88.0,Akiva Schaffer,82.0,Sissy Spacek,Jorma Taccone,Chris Parnell,874.0,434.0,432.0
Shark Night 3D,PG-13,2011.0,90.0,David R. Ellis,160.0,Chris Zylka,Joel David Moore,Katharine McPhee,963.0,936.0,852.0
Angela's Ashes,R,1999.0,145.0,Alan Parker,317.0,Emily Watson,Devon Murray,Pauline McLynn,876.0,219.0,70.0
Draft Day,R,2014.0,110.0,Ivan Reitman,425.0,Jennifer Garner,Chi McBride,Patrick St. Esprit,3000.0,466.0,148.0
Lifeforce,R,1985.0,101.0,Tobe Hooper,365.0,Frank Finlay,Steve Railsback,Peter Firth,338.0,246.0,141.0
The Powerpuff Girls,TV-Y7,,30.0,,,Elizabeth Daily,Jennifer Hale,Tom Kane,971.0,918.0,265.0
The Conspirator,PG-13,2010.0,122.0,Robert Redford,0.0,Robin Wright,Tom Wilkinson,Stephen Root,18000.0,1000.0,939.0
Lords of Dogtown,PG-13,2005.0,107.0,Catherine Hardwicke,308.0,Heath Ledger,Michael Angarano,Rebecca De Mornay,13000.0,947.0,872.0
The 33,PG-13,2015.0,127.0,Patricia Riggen,36.0,Marco Treviño,James Brolin,Jacob Vargas,562.0,499.0,399.0
Big Trouble in Little China,PG-13,1986.0,99.0,John Carpenter,0.0,Victor Wong,Kate Burton,Peter Kwong,400.0,223.0,52.0
A Perfect Plan,,2012.0,104.0,Pascal Chaumeil,8.0,Dany Boon,Malonn Lévana,Alice Pol,172.0,20.0,8.0
Warrior,PG-13,2011.0,140.0,Gavin O'Connor,149.0,Tom Hardy,Frank Grillo,Kevin Dunn,27000.0,798.0,581.0
Michael Collins,R,1996.0,133.0,Neil Jordan,277.0,Alan Rickman,Liam Neeson,Julia Roberts,25000.0,14000.0,8000.0
Gettysburg,PG,1993.0,271.0,Ron Maxwell,33.0,Tom Berenger,William Morgan Sheppard,James Patrick Stuart,854.0,702.0,251.0
Stop-Loss,R,2008.0,112.0,Kimberly Peirce,108.0,Joseph Gordon-Levitt,Channing Tatum,Abbie Cornish,23000.0,17000.0,2000.0
Abandon,PG-13,2002.0,99.0,Stephen Gaghan,79.0,Charlie Hunnam,Zooey Deschanel,Tony Goldwyn,16000.0,11000.0,956.0
Brokedown Palace,PG-13,1999.0,100.0,Jonathan Kaplan,57.0,John Doe,Tom Amandes,Daniel Lapaine,181.0,151.0,92.0
The Possession,PG-13,2012.0,92.0,Ole Bornedal,30.0,Kyra Sedgwick,Madison Davenport,Natasha Calis,941.0,459.0,309.0
Mrs. Winterbourne,PG-13,1996.0,105.0,Richard Benjamin,121.0,Brendan Fraser,Jane Krakowski,Cathryn de Prume,3000.0,624.0,354.0
Straw Dogs,R,2011.0,110.0,Rod Lurie,37.0,Alexander Skarsgård,Laz Alonso,Rhys Coiro,10000.0,826.0,268.0
The Hoax,R,2006.0,116.0,Lasse Hallström,529.0,Hope Davis,Christopher Evan Welch,James Biberi,442.0,252.0,174.0
Stone Cold,R,1991.0,88.0,Craig R. Baxley,22.0,Brian Bosworth,Sam McMurray,Richard Gant,174.0,132.0,120.0
The Road,R,2009.0,111.0,John Hillcoat,214.0,Viggo Mortensen,Charlize Theron,Robert Duvall,10000.0,9000.0,3000.0
Sheena,PG,1984.0,117.0,John Guillermin,71.0,Tanya Roberts,Donovan Scott,Ted Wass,433.0,54.0,42.0
Underclassman,PG-13,2005.0,95.0,Marcos Siega,32.0,Cheech Marin,Nick Cannon,Kaylee DeFer,844.0,593.0,324.0
Say It Isn't So,R,2001.0,95.0,J.B. Rogers,6.0,Eddie Cibrian,Chris Klein,Jack Plotnick,849.0,841.0,248.0
The World's Fastest Indian,PG-13,2005.0,127.0,Roger Donaldson,79.0,Anthony Hopkins,Antony Starr,Craig Hall,12000.0,506.0,50.0
Tank Girl,R,1995.0,104.0,Rachel Talalay,54.0,Naomi Watts,Lori Petty,Jeff Kober,6000.0,923.0,919.0
King's Ransom,PG-13,2005.0,95.0,Jeffrey W. Byrd,2.0,Donald Faison,Loretta Devine,Regina Hall,927.0,912.0,807.0
Blindness,R,2008.0,121.0,Fernando Meirelles,353.0,Don McKellar,Joe Pingue,Yûsuke Iseya,45.0,30.0,18.0
BloodRayne,R,2005.0,92.0,Uwe Boll,892.0,Meat Loaf,Udo Kier,Michael Paré,783.0,595.0,492.0
Carnage,R,2011.0,80.0,Roman Polanski,2000.0,Kate Winslet,Christoph Waltz,Julie Adams,14000.0,11000.0,132.0
Where the Truth Lies,R,2005.0,107.0,Atom Egoyan,460.0,Colin Firth,Alison Lohman,Rachel Blanchard,14000.0,1000.0,491.0
Cirque du Soleil: Worlds Away,PG,2012.0,91.0,Andrew Adamson,80.0,Dallas Barnett,Erica Linz,Igor Zaripov,473.0,31.0,31.0
Without Limits,PG-13,1998.0,117.0,Robert Towne,162.0,Billy Burke,Monica Potter,Billy Crudup,2000.0,878.0,745.0
Me and Orson Welles,PG-13,2008.0,107.0,Richard Linklater,0.0,Zoe Kazan,Aidan McArdle,James Tupper,963.0,266.0,240.0
The Best Offer,R,2013.0,131.0,Giuseppe Tornatore,911.0,Jim Sturgess,Sean Buchanan,Liya Kebede,5000.0,234.0,232.0
Bad Lieutenant: Port of Call New Orleans,R,2009.0,122.0,Werner Herzog,0.0,Nicolas Cage,Shea Whigham,Shawn Hatosy,12000.0,463.0,407.0
A Turtle's Tale: Sammy's Adventures,PG,2010.0,88.0,Ben Stassen,4.0,Ed Begley Jr.,Jenny McCarthy,Stacy Keach,783.0,750.0,602.0
Little White Lies,Not Rated,2010.0,134.0,Guillaume Canet,0.0,François Cluzet,Benoît Magimel,Gilles Lellouche,541.0,173.0,92.0
Love Ranch,R,2010.0,117.0,Taylor Hackford,138.0,Scout Taylor-Compton,Bai Ling,Gil Birmingham,908.0,582.0,416.0
The True Story of Puss'N Boots,G,2009.0,80.0,Jérôme Deschamps,0.0,Yolande Moreau,André Wilms,Jérôme Deschamps,44.0,9.0,0.0
Space Dogs,G,2010.0,85.0,Inna Evlannikova,0.0,Sergey Garmash,Evgeniy Mironov,Aleksandr Bashirov,21.0,15.0,7.0
The Counselor,R,2013.0,138.0,Ridley Scott,0.0,Michael Fassbender,Brad Pitt,Goran Visnjic,13000.0,11000.0,1000.0
Ironclad,R,2011.0,121.0,Jonathan English,9.0,Jason Flemyng,Mackenzie Crook,Derek Jacobi,1000.0,871.0,520.0
Waterloo,G,1970.0,134.0,Sergey Bondarchuk,27.0,Rod Steiger,Dan O'Herlihy,Jack Hawkins,279.0,128.0,87.0
Kung Fu Killer,,2014.0,100.0,Teddy Chan,3.0,Siu-Wong Fan,Charlie Yeung,Wai-Keung Lau,79.0,68.0,55.0
Red Sky,PG-13,2014.0,100.0,Mario Van Peebles,535.0,Martin Kove,Mario Van Peebles,Jacob Vargas,668.0,535.0,399.0
Dangerous Liaisons,R,1988.0,119.0,Stephen Frears,350.0,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,18000.0,17000.0,418.0
On the Road,R,2012.0,137.0,Walter Salles,179.0,Kristen Stewart,Viggo Mortensen,Kirsten Dunst,17000.0,10000.0,4000.0
Star Trek IV: The Voyage Home,PG,1986.0,119.0,Leonard Nimoy,12000.0,Leonard Nimoy,Nichelle Nichols,Walter Koenig,12000.0,664.0,643.0
Rocky Balboa,PG,2006.0,139.0,Sylvester Stallone,13000.0,Sylvester Stallone,Burt Young,Mike Tyson,13000.0,683.0,461.0
Scream 2,R,1997.0,120.0,Wes Craven,0.0,Omar Epps,Jada Pinkett Smith,Kevin Williamson,865.0,851.0,221.0
Jane Got a Gun,R,2016.0,98.0,Gavin O'Connor,149.0,Natalie Portman,Noah Emmerich,Boyd Holbrook,20000.0,617.0,439.0
Think Like a Man Too,PG-13,2014.0,106.0,Tim Story,167.0,Romany Malco,Regina Hall,David Walton,966.0,807.0,676.0
The Whole Nine Yards,R,2000.0,98.0,Jonathan Lynn,36.0,Bruce Willis,Matthew Perry,Natasha Henstridge,13000.0,2000.0,900.0
Footloose,PG,1984.0,107.0,Herbert Ross,71.0,Dianne Wiest,Chris Penn,Lori Singer,967.0,455.0,304.0
Old School,R,2003.0,88.0,Todd Phillips,480.0,Will Ferrell,Leah Remini,Patrick Fischler,8000.0,909.0,497.0
The Fisher King,R,1991.0,137.0,Terry Gilliam,0.0,Jeff Bridges,David Hyde Pierce,Harry Shearer,12000.0,443.0,161.0
I Still Know What You Did Last Summer,R,1998.0,100.0,Danny Cannon,41.0,Muse Watson,Mekhi Phifer,Bill Cobbs,45000.0,1000.0,970.0
Return to Me,PG,2000.0,115.0,Bonnie Hunt,597.0,Minnie Driver,Jim Belushi,Bonnie Hunt,893.0,854.0,597.0
Zack and Miri Make a Porno,R,2008.0,101.0,Kevin Smith,0.0,Gerry Bednob,Jeff Anderson,Jennifer Schwalbach Smith,218.0,216.0,92.0
Nurse Betty,R,2000.0,110.0,Neil LaBute,119.0,Morgan Freeman,Pruitt Taylor Vince,Kathleen Wilhoite,11000.0,592.0,265.0
The Men Who Stare at Goats,R,2009.0,94.0,Grant Heslov,293.0,Kevin Spacey,Jeff Bridges,Stephen Root,18000.0,12000.0,939.0
Double Take,PG-13,2001.0,88.0,George Gallo,269.0,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais,1000.0,489.0,384.0
"Girl, Interrupted",R,1999.0,127.0,James Mangold,446.0,Angelina Jolie Pitt,Clea DuVall,Vanessa Redgrave,11000.0,1000.0,898.0
Win a Date with Tad Hamilton!,PG-13,2004.0,95.0,Robert Luketic,126.0,Topher Grace,Gary Cole,Nathan Lane,2000.0,989.0,886.0
Muppets from Space,G,1999.0,87.0,Tim Hill,25.0,Josh Charles,F. Murray Abraham,David Arquette,1000.0,670.0,611.0
The Wiz,G,1978.0,118.0,Sidney Lumet,0.0,Lena Horne,Diana Ross,Theresa Merritt,738.0,295.0,227.0
Ready to Rumble,PG-13,2000.0,107.0,Brian Robbins,48.0,Oliver Platt,Ellen Albertini Dow,Martin Landau,1000.0,957.0,940.0
Play It to the Bone,R,1999.0,124.0,Ron Shelton,41.0,Willie Garson,Robert Wagner,Lolita Davidovich,512.0,481.0,197.0
I Don't Know How She Does It,PG-13,2011.0,89.0,Douglas McGrath,41.0,Olivia Munn,Busy Philipps,Jessica Szohr,2000.0,1000.0,847.0
Piranha 3D,R,2010.0,88.0,Alexandre Aja,192.0,Adam Scott,Kelly Brook,Jessica Szohr,3000.0,859.0,847.0
Beyond the Sea,PG-13,2004.0,118.0,Kevin Spacey,18000.0,Kevin Spacey,Bob Hoskins,Brenda Blethyn,18000.0,5000.0,286.0
Meet the Deedles,PG,1998.0,93.0,Steve Boyum,9.0,Paul Walker,M.C. Gainey,A.J. Langer,23000.0,284.0,254.0
The Princess and the Cobbler,G,1993.0,80.0,Richard Williams,18.0,Donald Pleasence,Kenneth Williams,Clive Revill,742.0,83.0,73.0
The Bridge of San Luis Rey,PG,2004.0,120.0,Mary McGuckian,6.0,Robert De Niro,F. Murray Abraham,Geraldine Chaplin,22000.0,670.0,382.0
Faster,R,2010.0,98.0,George Tillman Jr.,88.0,Dwayne Johnson,Tom Berenger,Mike Epps,12000.0,854.0,706.0
Howl's Moving Castle,PG,2004.0,119.0,Hayao Miyazaki,6000.0,Christian Bale,Blythe Danner,Jean Simmons,23000.0,713.0,422.0
Zombieland,R,2009.0,88.0,Ruben Fleischer,181.0,Emma Stone,Bill Murray,Derek Graf,15000.0,13000.0,11.0
The Waterboy,PG-13,1998.0,90.0,Frank Coraci,153.0,Adam Sandler,Clint Howard,Peter Dante,11000.0,1000.0,427.0
Star Wars: Episode V - The Empire Strikes Back,PG,1980.0,127.0,Irvin Kershner,883.0,Harrison Ford,Kenny Baker,Anthony Daniels,11000.0,504.0,441.0
Bad Boys,R,1995.0,119.0,Michael Bay,0.0,Will Smith,Tchéky Karyo,Theresa Randle,10000.0,345.0,244.0
The Naked Gun 2½: The Smell of Fear,PG-13,1991.0,85.0,David Zucker,119.0,George Kennedy,Priscilla Presley,O.J. Simpson,3000.0,348.0,144.0
Final Destination,R,2000.0,98.0,James Wong,70.0,Daniel Roebuck,Brendan Fehr,Kerr Smith,1000.0,847.0,591.0
The Ides of March,R,2011.0,101.0,George Clooney,0.0,Ryan Gosling,Philip Seymour Hoffman,Jennifer Ehle,33000.0,22000.0,1000.0
Pitch Black,R,2000.0,112.0,David Twohy,123.0,Vin Diesel,Radha Mitchell,Cole Hauser,14000.0,992.0,787.0
Someone Like You...,PG-13,2001.0,97.0,Tony Goldwyn,956.0,Hugh Jackman,Ellen Barkin,Catherine Dent,20000.0,552.0,99.0
Her,R,2013.0,126.0,Spike Jonze,0.0,Scarlett Johansson,Brian Johnson,Matt Letscher,19000.0,128.0,105.0
Joy Ride,R,2001.0,97.0,John Dahl,131.0,Paul Walker,Jessica Bowman,Dell Yount,23000.0,81.0,62.0
The Adventurer: The Curse of the Midas Box,PG,2013.0,100.0,Jonathan Newman,3.0,Ioan Gruffudd,Keeley Hawes,Oliver Stark,2000.0,228.0,88.0
Anywhere But Here,PG-13,1999.0,114.0,Wayne Wang,61.0,Natalie Portman,Eva Amurri Martino,Shawn Hatosy,20000.0,797.0,407.0
The Crew,PG-13,2000.0,88.0,Michael Dinner,12.0,Seymour Cassel,Dan Hedaya,Lainie Kazan,327.0,281.0,249.0
Haywire,R,2011.0,93.0,Steven Soderbergh,0.0,Channing Tatum,Michael Fassbender,Michael Angarano,17000.0,13000.0,947.0
Jaws: The Revenge,PG-13,1987.0,92.0,Joseph Sargent,114.0,Judith Barsi,Mario Van Peebles,Lynn Whitfield,912.0,535.0,434.0
Marvin's Room,PG-13,1996.0,98.0,Jerry Zaks,4.0,Leonardo DiCaprio,Robert De Niro,Meryl Streep,29000.0,22000.0,11000.0
The Longshots,PG,2008.0,94.0,Fred Durst,258.0,Tasha Smith,Dash Mihok,Garrett Morris,721.0,463.0,424.0
The End of the Affair,R,1999.0,102.0,Neil Jordan,277.0,Stephen Rea,Ian Hart,James Bolam,327.0,261.0,57.0
Harley Davidson and the Marlboro Man,R,1991.0,98.0,Simon Wincer,23.0,Vanessa Williams,Tia Carrere,Don Johnson,1000.0,1000.0,982.0
In the Valley of Elah,R,2007.0,121.0,Paul Haggis,549.0,James Franco,Charlize Theron,Barry Corbin,11000.0,9000.0,883.0
Coco Before Chanel,PG-13,2009.0,111.0,Anne Fontaine,105.0,Alessandro Nivola,Benoît Poelvoorde,Marie Gillain,527.0,86.0,64.0
Forsaken,R,2015.0,90.0,Jon Cassar,78.0,Demi Moore,Landon Liboiron,Michael Wincott,2000.0,1000.0,721.0
Chéri,R,2009.0,100.0,Stephen Frears,350.0,Tom Burke,Iben Hjejle,Gaye Brown,201.0,123.0,30.0
Rogue,,,50.0,,,Cole Hauser,Sarah Carter,Derek Luke,787.0,748.0,543.0
Vanity Fair,PG-13,2004.0,141.0,Mira Nair,300.0,Romola Garai,Roger Lloyd Pack,Lillete Dubey,805.0,539.0,73.0
Bodyguards and Assassins,,2009.0,139.0,Teddy Chan,3.0,Bingbing Fan,Simon Yam,Nicholas Tse,556.0,155.0,107.0
1408,PG-13,2007.0,114.0,Mikael Håfström,101.0,Drew Powell,Kim Thomson,Alexandra Silber,129.0,25.0,23.0
Spaceballs,PG,1987.0,96.0,Mel Brooks,0.0,Joan Rivers,Dick Van Patten,Michael Winslow,1000.0,605.0,542.0
The Water Diviner,R,2014.0,111.0,Russell Crowe,0.0,Cem Yilmaz,Ryan Corr,Steve Bastoni,523.0,468.0,234.0
Ghost,PG-13,1990.0,127.0,Jerry Zucker,109.0,Demi Moore,Tony Goldwyn,Phil Leeds,2000.0,956.0,71.0
There's Something About Mary,R,1998.0,107.0,Bobby Farrelly,101.0,Sarah Silverman,Lin Shaye,Richard Tyson,931.0,852.0,743.0
The Santa Clause,PG,1994.0,97.0,John Pasquin,11.0,Judge Reinhold,Eric Lloyd,Peter Boyle,901.0,775.0,595.0
The Rookie,G,2002.0,127.0,John Lee Hancock,102.0,Dennis Quaid,Jay Hernandez,Angus T. Jones,2000.0,1000.0,1000.0
The Game Plan,PG,2007.0,110.0,Andy Fickman,99.0,Dwayne Johnson,Kyra Sedgwick,Madison Pettis,12000.0,941.0,835.0
The Bridges of Madison County,PG-13,1995.0,135.0,Clint Eastwood,16000.0,Clint Eastwood,Meryl Streep,Debra Monk,16000.0,11000.0,86.0
The Animal,PG-13,2001.0,84.0,Luke Greenfield,42.0,Louis Lombardi,Michael Papajohn,Colleen Haskell,437.0,241.0,182.0
Gandhi,PG,1982.0,240.0,Richard Attenborough,0.0,Candice Bergen,Amrish Puri,John Gielgud,545.0,429.0,249.0
The Hundred-Foot Journey,PG,2014.0,122.0,Lasse Hallström,529.0,Manish Dayal,Charlotte Le Bon,Juhi Chawla,820.0,201.0,171.0
The Net,PG-13,1995.0,114.0,Irwin Winkler,34.0,Ken Howard,Jeremy Northam,Ray McKinnon,649.0,327.0,287.0
I Am Sam,PG-13,2001.0,132.0,Jessie Nelson,24.0,Dianne Wiest,Loretta Devine,Richard Schiff,967.0,912.0,506.0
Son of God,PG-13,2014.0,170.0,Christopher Spencer,25.0,Roma Downey,Amber Rose Revah,Darwin Shaw,329.0,135.0,55.0
Underworld,R,2003.0,133.0,Len Wiseman,235.0,Sophia Myles,Kevin Grevioux,Shane Brolly,956.0,593.0,105.0
Derailed,R,2005.0,112.0,Mikael Håfström,101.0,Denis O'Hare,RZA,Xzibit,896.0,561.0,218.0
The Informant!,R,2009.0,108.0,Steven Soderbergh,0.0,Matt Damon,Joel McHale,Thomas F. Wilson,13000.0,734.0,690.0
Shadowlands,PG,1993.0,115.0,Richard Attenborough,0.0,Anthony Hopkins,James Frain,Julian Fellowes,12000.0,1000.0,266.0
Deuce Bigalow: European Gigolo,R,2005.0,83.0,Mike Bigelow,2.0,Carlos Ponce,Eddie Griffin,Charles Keating,591.0,489.0,137.0
Delivery Man,PG-13,2013.0,105.0,Ken Scott,31.0,Jack Reynor,Bobby Moynihan,Matthew Daddario,390.0,311.0,110.0
