title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
Timber Falls,R,2007.0,100.0,Tony Giglio,6.0,Brianna Brown,Nick Searcy,Beth Broderick,331.0,272.0,209.0
Singin' in the Rain,Approved,1952.0,103.0,Stanley Donen,134.0,Rita Moreno,Debbie Reynolds,Cyd Charisse,804.0,786.0,390.0
"Fat, Sick & Nearly Dead",,2010.0,97.0,Joe Cross,65.0,Joe Cross,Joel Fuhrman,Amy Badberg,65.0,2.0,0.0
A Haunted House,R,2013.0,86.0,Michael Tiddes,89.0,Essence Atkins,Alanna Ubach,J.B. Smoove,713.0,584.0,555.0
2016: Obama's America,PG,2012.0,87.0,Dinesh D'Souza,67.0,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,871.0,118.0,67.0
That Thing You Do!,PG,1996.0,149.0,Tom Hanks,15000.0,Tom Hanks,Charlize Theron,Ethan Embry,15000.0,9000.0,982.0
Halloween III: Season of the Witch,R,1982.0,98.0,Tommy Lee Wallace,24.0,Tom Atkins,Dan O'Herlihy,Nancy Kyes,381.0,128.0,67.0
Escape from the Planet of the Apes,G,1971.0,98.0,Don Taylor,11.0,Roddy McDowall,M. Emmet Walsh,Sal Mineo,595.0,521.0,450.0
Hud,Approved,1963.0,112.0,Martin Ritt,58.0,Patricia Neal,Melvyn Douglas,Whit Bissell,617.0,189.0,124.0
Kevin Hart: Let Me Explain,R,2013.0,75.0,Leslie Small,15.0,David Jason Perez,La'Princess Jackson,Dana Hanna,1000.0,309.0,36.0
My Own Private Idaho,R,1991.0,104.0,Gus Van Sant,835.0,Keanu Reeves,Udo Kier,Flea,18000.0,595.0,535.0
Garden State,R,2004.0,102.0,Zach Braff,0.0,Armando Riesco,Michael Weston,Jill Flint,625.0,379.0,294.0
Before Sunrise,R,1995.0,105.0,Richard Linklater,0.0,Hanno Pöschl,Hans Weingartner,Dominik Castell,15.0,12.0,4.0
Sur le seuil,,2003.0,99.0,Éric Tessier,0.0,Patrick Huard,Michel Côté,Jean Pierre Bergeron,50.0,16.0,6.0
Jesus' Son,R,1999.0,107.0,Alison Maclean,7.0,Billy Crudup,Samantha Morton,Mark Webber,745.0,632.0,442.0
Saving Face,R,2004.0,96.0,Alice Wu,13.0,Joan Chen,Ato Essandoh,Jessica Hecht,643.0,265.0,209.0
Brick Lane,PG-13,2007.0,101.0,Sarah Gavron,34.0,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,56.0,41.0,40.0
Robot & Frank,PG-13,2012.0,89.0,Jake Schreier,14.0,Frank Langella,Joshua Ormond,Ana Gasteyer,903.0,291.0,215.0
My Life Without Me,R,2003.0,106.0,Isabel Coixet,148.0,Sarah Polley,Julian Richings,Amanda Plummer,900.0,648.0,471.0
The Spectacular Now,R,2013.0,95.0,James Ponsoldt,53.0,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,8000.0,1000.0,478.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School,,1990.0,34.0,Randall Miller,19.0,William Hurt,Elden Henson,Michael Bower,882.0,577.0,362.0
Religulous,R,2008.0,101.0,Larry Charles,119.0,Bill Maher,Tal Bachman,Steve Burg,334.0,4.0,0.0
Fuel,Not Rated,2008.0,112.0,Joshua Tickell,9.0,Larry David,Sheryl Crow,George W. Bush,860.0,130.0,125.0
Valley of the Heart's Delight,,2006.0,100.0,Tim Boxell,10.0,Bruce McGill,Diana Scarwid,Tom Bower,655.0,157.0,107.0
Eye of the Dolphin,PG-13,2006.0,100.0,Michael D. Sellers,0.0,Katharine Ross,Carly Schroeder,George Harris,640.0,261.0,249.0
8: The Mormon Proposition,R,2010.0,80.0,Reed Cowan,0.0,Dustin Lance Black,Emily Pearson,Gavin Newsom,191.0,12.0,5.0
The Other End of the Line,PG-13,2008.0,106.0,James Dodson,8.0,Larry Miller,Anupam Kher,Shriya Saran,611.0,397.0,315.0
Anatomy,R,2000.0,103.0,Stefan Ruzowitzky,24.0,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,127.0,10.0,10.0
Sleep Dealer,PG-13,2008.0,90.0,Alex Rivera,8.0,Leonor Varela,Jacob Vargas,Tenoch Huerta,427.0,399.0,35.0
Super,R,2010.0,96.0,James Gunn,571.0,Linda Cardellini,Rainn Wilson,Paul T. Taylor,2000.0,973.0,370.0
Christmas Mail,TV-PG,2010.0,89.0,John Murlowski,20.0,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,795.0,607.0,555.0
Stung,Not Rated,2015.0,87.0,Benni Diez,2.0,Clifton Collins Jr.,Cecilia Pillado,David Masterson,968.0,625.0,577.0
Antibirth,,2016.0,94.0,Danny Perez,0.0,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,1000.0,677.0,442.0
Get on the Bus,R,1996.0,120.0,Spike Lee,0.0,Bernie Mac,Harry Lennix,Andre Braugher,1000.0,748.0,702.0
Thr3e,PG-13,2006.0,101.0,Robby Henson,9.0,Marc Blucas,Max Ryan,Justine Waddell,973.0,872.0,201.0
Idiocracy,R,2006.0,84.0,Mike Judge,406.0,Anthony 'Citric' Campos,Patrick Fischler,David Herman,586.0,497.0,233.0
The Rise of the Krays,R,2015.0,110.0,Zackary Adler,0.0,Simon Merrells,Kevin Leslie,Kris Sommerville,490.0,159.0,109.0
This Is England,Unrated,2006.0,101.0,Shane Meadows,222.0,Stephen Graham,Joseph Gilgun,Jack O'Connell,1000.0,788.0,698.0
Alien Uprising,R,2012.0,101.0,Dominic Burns,15.0,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,844.0,722.0,663.0
Bathing Beauty,Passed,1944.0,101.0,George Sidney,24.0,Esther Williams,Basil Rathbone,Red Skelton,675.0,659.0,226.0
Go for It!,PG-13,2011.0,105.0,Carmen Marron,29.0,Jossara Jinaro,Aimee Garcia,Rene Rosado,847.0,618.0,76.0
"Dancer, Texas Pop. 81",PG,1998.0,97.0,Tim McCanlies,23.0,Ethan Embry,Michael O'Neill,Alexandra Holden,982.0,599.0,326.0
Show Boat,Approved,1951.0,108.0,George Sidney,24.0,Agnes Moorehead,Ava Gardner,Howard Keel,960.0,715.0,244.0
Redemption Road,PG-13,2010.0,95.0,Mario Van Peebles,535.0,Tom Skerritt,Cinda McCain,Luke Perry,1000.0,646.0,608.0
The Calling,R,2014.0,108.0,Jason Stone,14.0,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,2000.0,1000.0,826.0
The Brave Little Toaster,Not Rated,1987.0,90.0,Jerry Rees,115.0,Jon Lovitz,Phil Hartman,Mindy Sterling,11000.0,516.0,385.0
Fantasia,G,1940.0,120.0,James Algar,11.0,Leopold Stokowski,Deems Taylor,,16.0,0.0,
8 Days,PG-13,2014.0,90.0,Jaco Booyens,37.0,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,210.0,0.0,0.0
Friday the 13th Part III,R,1982.0,91.0,Steve Miner,49.0,Richard Brooker,Dana Kimmell,Catherine Parks,72.0,31.0,20.0
Friday the 13th: A New Beginning,R,1985.0,92.0,Danny Steinmann,13.0,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,42.0,27.0,17.0
The Last Sin Eater,PG-13,2007.0,117.0,Michael Landon Jr.,84.0,Henry Thomas,Louise Fletcher,A.J. Buckley,861.0,425.0,275.0
Do You Believe?,PG-13,2015.0,120.0,Jon Gunn,16.0,Alexa PenaVega,Delroy Lindo,Madison Pettis,2000.0,848.0,835.0
Impact Point,R,2008.0,90.0,Hayley Cloake,0.0,Brian Austin Green,Kayla Ewell,Linden Ashby,676.0,399.0,306.0
The Valley of Decision,Passed,1945.0,119.0,Tay Garnett,10.0,Jessica Tandy,Greer Garson,Lionel Barrymore,509.0,284.0,275.0
Eden,R,2015.0,90.0,Shyam Madiraju,0.0,Jessica Lowndes,Ethan Peck,Brad Schmidt,1000.0,800.0,708.0
Chicken Tikka Masala,,2005.0,90.0,Harmage Singh Kalirai,11.0,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,114.0,79.0,18.0
Always Woodstock,,2014.0,97.0,Rita Merson,5.0,Ryan Guzman,James Wolk,Jason Ritter,3000.0,938.0,782.0
Jack Brooks: Monster Slayer,R,2007.0,90.0,Jon Knautz,10.0,Rachel Skarsten,Daniel Kash,Stefanie Drummond,371.0,52.0,42.0
The Best Years of Our Lives,Not Rated,1946.0,172.0,William Wyler,355.0,Myrna Loy,Teresa Wright,Dana Andrews,749.0,208.0,188.0
Bully,R,2001.0,115.0,Larry Clark,184.0,Kelli Garner,Nick Stahl,Brad Renfro,730.0,648.0,551.0
Elling,R,2001.0,89.0,Petter Næss,16.0,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,117.0,21.0,14.0
Mi America,R,2015.0,125.0,Robert Fontaine,7.0,Michael Derek,Arturo Castro,Brad Lee Wind,128.0,22.0,17.0
[Rec],R,2007.0,78.0,Jaume Balagueró,57.0,Manuela Velasco,Pablo Rosso,Carlos Lasarte,120.0,9.0,7.0
Lies in Plain Sight,TV-PG,2010.0,89.0,Patricia Cardoso,15.0,Rosie Perez,Martha Higareda,Cheyenne Haynes,919.0,718.0,650.0
Sharkskin,,2015.0,100.0,Dan Perri,0.0,Travis Myers,David Proval,Carmen Argenziano,749.0,354.0,338.0
Containment,,2015.0,77.0,Neil Mcenery-West,0.0,Walter Hendrix III,Michael Chapman,Louise Brealey,846.0,366.0,260.0
The Timber,,2015.0,81.0,Anthony O'Brien,7.0,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,412.0,308.0,106.0
From Russia with Love,Approved,1963.0,115.0,Terence Young,92.0,Robert Shaw,Daniela Bianchi,Lois Maxwell,559.0,201.0,177.0
The Toxic Avenger Part II,R,1989.0,96.0,Michael Herz,6.0,Phoebe Legere,Jessica Dublin,Lisa Gaye,40.0,30.0,14.0
In the Heat of the Night,,,60.0,,,Carroll O'Connor,Alan Autry,Crystal R. Fox,480.0,360.0,213.0
Sleeper,PG,1973.0,89.0,Woody Allen,11000.0,Woody Allen,John Beck,Mews Small,11000.0,66.0,45.0
It Follows,R,2014.0,100.0,David Robert Mitchell,421.0,Maika Monroe,Ruby Harris,Jake Weary,314.0,189.0,159.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R,1972.0,88.0,Woody Allen,11000.0,Woody Allen,John Carradine,Lynn Redgrave,11000.0,300.0,258.0
To Kill a Mockingbird,Not Rated,1962.0,129.0,Robert Mulligan,89.0,Robert Duvall,Brock Peters,William Windom,3000.0,226.0,161.0
Mad Max 2: The Road Warrior,R,1981.0,87.0,George Miller,750.0,Vernon Wells,Bruce Spence,Kjell Nilsson,745.0,531.0,41.0
The Legend of Drunken Master,R,1994.0,102.0,Chia-Liang Liu,32.0,Andy Lau,Anita Mui,Ho-Sung Pak,483.0,147.0,75.0
Boys Don't Cry,R,1999.0,118.0,Kimberly Peirce,108.0,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,173.0,148.0,103.0
Silent House,R,2011.0,86.0,Chris Kentis,9.0,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,120.0,44.0,32.0
The Lives of Others,R,2006.0,137.0,Florian Henckel von Donnersmarck,207.0,Sebastian Koch,Ulrich Mühe,Martina Gedeck,380.0,284.0,155.0
Courageous,PG-13,2011.0,129.0,Alex Kendrick,589.0,Ben Davies,Alex Kendrick,T.C. Stallings,690.0,589.0,341.0
The Hustler,Unrated,1961.0,134.0,Robert Rossen,31.0,George C. Scott,Jackie Gleason,Murray Hamilton,654.0,491.0,366.0
Boom Town,Passed,1940.0,119.0,Jack Conway,6.0,Hedy Lamarr,Spencer Tracy,Claudette Colbert,1000.0,760.0,380.0
The Triplets of Belleville,PG-13,2003.0,80.0,Sylvain Chomet,162.0,Michel Robin,Charles Linton,Béatrice Bonifassi,23.0,6.0,0.0
Smoke Signals,PG-13,1998.0,89.0,Chris Eyre,149.0,Michael Greyeyes,Irene Bedard,Gary Farmer,912.0,752.0,580.0
American Splendor,R,2003.0,101.0,Shari Springer Berman,30.0,Josh Hutcherson,James Urbaniak,Daniel Tay,14000.0,119.0,92.0
Before Sunset,R,2004.0,80.0,Richard Linklater,0.0,Vernon Dobtcheff,Albert Delpy,Marie Pillet,50.0,8.0,3.0
Amores Perros,R,2000.0,115.0,Alejandro G. Iñárritu,0.0,Adriana Barraza,Jorge Salinas,Goya Toledo,85.0,79.0,35.0
Thirteen,R,2003.0,100.0,Catherine Hardwicke,308.0,Holly Hunter,Sarah Clarke,Kip Pardue,1000.0,482.0,374.0
Gentleman's Agreement,Approved,1947.0,118.0,Elia Kazan,603.0,Dean Stockwell,Celeste Holm,John Garfield,936.0,297.0,167.0
Winter's Bone,R,2010.0,100.0,Debra Granik,81.0,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,34000.0,248.0,179.0
Touching the Void,R,2003.0,106.0,Kevin Macdonald,162.0,Nicholas Aaron,Brendan Mackey,Joe Simpson,21.0,5.0,3.0
Alexander's Ragtime Band,Approved,1938.0,106.0,Henry King,85.0,Tyrone Power,Don Ameche,John Carradine,480.0,392.0,300.0
Me and You and Everyone We Know,R,2005.0,91.0,Miranda July,244.0,Najarra Townsend,Brad William Henke,Miranda July,538.0,363.0,244.0
Inside Job,PG-13,2010.0,105.0,Charles Ferguson,117.0,Matt Damon,George W. Bush,Barney Frank,13000.0,125.0,18.0
We Are Your Friends,R,2015.0,96.0,Max Joseph,31.0,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,804.0,625.0,328.0
Ghost Dog: The Way of the Samurai,R,1999.0,116.0,Jim Jarmusch,0.0,Henry Silva,Gano Grills,Richard Portnow,251.0,147.0,116.0
Harsh Times,R,2005.0,116.0,David Ayer,453.0,J.K. Simmons,Christian Bale,Noel Gugliemi,24000.0,23000.0,2000.0
Captive,PG-13,2015.0,97.0,Jerry Jameson,5.0,David Oyelowo,Leonor Varela,Sydelle Noel,1000.0,427.0,349.0
Full Frontal,R,2002.0,101.0,Steven Soderbergh,0.0,Julia Roberts,Enrico Colantoni,Blair Underwood,8000.0,724.0,685.0
Witchboard,R,1986.0,98.0,Kevin Tenney,85.0,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,265.0,194.0,186.0
Strangers with Candy,TV-14,,22.0,,,Stephen Colbert,Amy Sedaris,Maria Thayer,459.0,397.0,344.0
Shortbus,Unrated,2006.0,101.0,John Cameron Mitchell,263.0,Sook-Yin Lee,Peter Stickles,Raphael Barker,71.0,51.0,37.0
Waltz with Bashir,R,2008.0,90.0,Ari Folman,56.0,Ari Folman,Ronny Dayag,Zahava Solomon,56.0,0.0,0.0
"The Book of Mormon Movie, Volume 1: The Journey",PG-13,2003.0,120.0,Gary Rogers,0.0,Noah Danby,Kirby Heyborne,Bruce Newbold,178.0,69.0,40.0
No End in Sight,,2007.0,102.0,Charles Ferguson,117.0,Campbell Scott,Dick Cheney,Donald Rumsfeld,393.0,21.0,17.0
The Diary of a Teenage Girl,R,2015.0,102.0,Marielle Heller,22.0,Alexander Skarsgård,David Fine,Austin Lyon,10000.0,1000.0,80.0
Get Real,,,60.0,,,Anne Hathaway,Jon Tenney,Debrah Farentino,11000.0,289.0,143.0
In the Shadow of the Moon,PG,2007.0,100.0,David Sington,90.0,John F. Kennedy,Buzz Aldrin,Neil Armstrong,168.0,142.0,65.0
Meek's Cutoff,PG,2010.0,104.0,Kelly Reichardt,129.0,Bruce Greenwood,Zoe Kazan,Shirley Henderson,991.0,963.0,887.0
Inside Deep Throat,NC-17,2005.0,89.0,Fenton Bailey,13.0,Hugh M. Hefner,Bill Maher,Linda Lovelace,373.0,334.0,218.0
Dinner Rush,R,2000.0,99.0,Bob Giraldi,34.0,Danny Aiello,Manny Perez,Ajay Naidu,388.0,159.0,120.0
Clockwatchers,PG-13,1997.0,96.0,Jill Sprecher,11.0,Alanna Ubach,Bob Balaban,Jamie Kennedy,584.0,559.0,490.0
The Virginity Hit,R,2010.0,86.0,Huck Botko,10.0,Matt Bennett,Krysta Rodriguez,Zack Pearlman,189.0,131.0,126.0
Subway,R,1985.0,98.0,Luc Besson,0.0,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,1000.0,572.0,164.0
House of D,PG-13,2004.0,96.0,David Duchovny,0.0,Robin Williams,Mark Margolis,Frank Langella,49000.0,1000.0,903.0
Teeth,R,2007.0,94.0,Mitchell Lichtenstein,53.0,Jess Weixler,Nathan Parsons,John Hensley,386.0,357.0,268.0
Six-String Samurai,PG-13,1998.0,91.0,Lance Mungia,4.0,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,33.0,3.0,0.0
Hum To Mohabbat Karega,,2000.0,,Kundan Shah,4.0,Karisma Kapoor,Bobby Deol,Shakti Kapoor,353.0,89.0,72.0
It's All Gone Pete Tong,R,2004.0,90.0,Michael Dowse,31.0,Paul Kaye,Neil Maskell,Kate Magowan,326.0,246.0,137.0
Saint John of Las Vegas,R,2009.0,85.0,Hue Rhodes,0.0,Peter Dinklage,Steve Buscemi,Romany Malco,22000.0,12000.0,966.0
24 7: Twenty Four Seven,R,1997.0,96.0,Shane Meadows,222.0,Bob Hoskins,Annette Badland,Karl Collins,5000.0,497.0,20.0
Stonewall,R,2015.0,129.0,Roland Emmerich,776.0,Jeremy Irvine,Caleb Landry Jones,Matt Craven,25000.0,463.0,256.0
Eureka,TV-14,,60.0,,,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,780.0,747.0,543.0
Roadside Romeo,PG,2008.0,93.0,Jugal Hansraj,32.0,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,532.0,85.0,24.0
This Thing of Ours,Not Rated,2003.0,100.0,Danny Provenzano,84.0,Vincent Pastore,Frank Vincent,Chuck Zito,584.0,356.0,267.0
The Lost Medallion: The Adventures of Billy Stone,PG,2013.0,97.0,Bill Muir,19.0,Alex Kendrick,Jansen Panettiere,Tiya Sircar,589.0,488.0,396.0
The Last Five Years,PG-13,2014.0,94.0,Richard LaGravenese,98.0,Anna Kendrick,Jeremy Jordan,Charly Bivona,10000.0,773.0,89.0
The Missing Person,,2009.0,95.0,Noah Buschel,8.0,Merritt Wever,Amy Ryan,Paul Adelstein,529.0,423.0,399.0
Return of the Living Dead III,R,1993.0,97.0,Brian Yuzna,97.0,Melinda Clarke,Kent McCord,Sarah Douglas,787.0,196.0,163.0
London,R,2005.0,92.0,Hunter Richards,11.0,Jason Statham,Chris Evans,Dane Cook,26000.0,11000.0,1000.0
Sherrybaby,R,2006.0,96.0,Laurie Collyer,38.0,Brad William Henke,Kate Burton,Michelle Hurst,363.0,223.0,85.0
Circle,Not Rated,2015.0,87.0,Aaron Hann,0.0,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,160.0,152.0,94.0
Eden Lake,R,2008.0,91.0,James Watkins,43.0,Michael Fassbender,Jack O'Connell,Lorraine Stanley,13000.0,698.0,418.0
Plush,R,2013.0,99.0,Catherine Hardwicke,308.0,Frances Fisher,James Kyson,Marlene Forte,638.0,449.0,395.0
Vampire Killers,R,2009.0,88.0,Phil Claydon,6.0,MyAnna Buring,James Corden,Silvia Colloca,513.0,480.0,161.0
Gangster's Paradise: Jerusalema,R,2008.0,119.0,Ralph Ziman,5.0,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,29.0,18.0,12.0
Freeze Frame,R,2004.0,99.0,John Simpson,0.0,Colin Salmon,Lee Evans,Ian McNeice,766.0,312.0,268.0
Grave Encounters,Not Rated,2011.0,92.0,Colin Minihan,6.0,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,253.0,113.0,103.0
Stitches,R,2012.0,86.0,Conor McMahon,5.0,Peter McQuinn,Tommy Knight,Jemma Curran,121.0,94.0,47.0
Nine Dead,R,2010.0,83.0,Chris Shadley,0.0,Daniel Baldwin,William Lee Scott,Marc Macaulay,413.0,167.0,107.0
"To Be Frank, Sinatra at 100",,2015.0,81.0,Simon Napier-Bell,0.0,Alice Cooper,Tim Rice,Louis Walsh,674.0,27.0,8.0
Bananas,GP,1971.0,82.0,Woody Allen,11000.0,Woody Allen,Charlotte Rae,Louise Lasser,11000.0,430.0,167.0
Supercapitalist,Not Rated,2012.0,102.0,Simon Yin,0.0,Paul Sheehan,Linus Roache,Kathy Uyen,473.0,303.0,46.0
Rockaway,R,2007.0,90.0,Jeff Crook,5.0,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,601.0,453.0,372.0
Wings,,,30.0,,,Steven Weber,Tim Daly,Amy Yasbeck,685.0,511.0,424.0
The Lady from Shanghai,Not Rated,1947.0,92.0,Orson Welles,0.0,Rita Hayworth,Everett Sloane,Ted de Corsia,1000.0,29.0,18.0
No Man's Land: The Rise of Reeker,R,2008.0,88.0,Dave Payne,0.0,Mircea Monroe,Lew Temple,Robert Pine,634.0,597.0,332.0
Highway,R,2002.0,97.0,James Cox,10.0,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,15000.0,284.0,171.0
Small Apartments,R,2012.0,96.0,Jonas Åkerlund,68.0,Noel Gugliemi,Saffron Burrows,Matt Lucas,2000.0,811.0,722.0
Coffee Town,,2013.0,87.0,Brad Copeland,8.0,Sunil Narkar,Ben Schwartz,Glenn Howerton,34000.0,463.0,424.0
The Ghastly Love of Johnny X,Not Rated,2012.0,106.0,Paul Bunnell,5.0,Kate Maberly,Kevin McCarthy,Paul Williams,416.0,403.0,356.0
All Is Bright,R,2013.0,107.0,Phil Morrison,17.0,Sally Hawkins,Curtiss Cook,Peter Hermann,594.0,591.0,322.0
The Torture Chamber of Dr. Sadism,M,1967.0,80.0,Harald Reinl,2.0,Christopher Lee,Lex Barker,Karin Dor,16000.0,57.0,51.0
Straight A's,R,2013.0,91.0,James Cox,10.0,Jon Mack,Powers Boothe,Josh Meyers,924.0,472.0,293.0
A Funny Thing Happened on the Way to the Forum,Approved,1966.0,99.0,Richard Lester,44.0,Buster Keaton,Zero Mostel,Phil Silvers,907.0,164.0,137.0
Slacker Uprising,,2007.0,102.0,Michael Moore,909.0,Michael Moore,Eddie Vedder,Steve Earle,909.0,562.0,119.0
The Legend of Hell's Gate: An American Conspiracy,PG-13,2011.0,108.0,Tanner Beard,531.0,William McNamara,Kevin Alejandro,Glenn Morshower,10000.0,1000.0,894.0
The Walking Deceased,R,2015.0,88.0,Scott Dow,6.0,Trenton Rostedt,Wray Crawford,Dave Sheridan,680.0,418.0,233.0
The Curse of Downers Grove,,2015.0,89.0,Derick Martini,20000.0,Kevin Zegers,Bella Heathcote,Tom Arnold,2000.0,860.0,618.0
Shark Lake,Not Rated,2015.0,92.0,Jerry Dugan,3.0,Melissa Bolona,Michael Aaron Milligan,James Chalke,11000.0,1000.0,412.0
River's Edge,R,1986.0,99.0,Tim Hunter,28.0,Keanu Reeves,Daniel Roebuck,Ione Skye,18000.0,1000.0,223.0
Northfork,PG-13,2003.0,103.0,Michael Polish,35.0,Peter Coyote,Anthony Edwards,Jon Gries,548.0,495.0,482.0
The Marine 4: Moving Target,R,2015.0,90.0,William Kaufman,58.0,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,405.0,217.0,164.0
Buried,R,2010.0,95.0,Rodrigo Cortés,89.0,Ryan Reynolds,Samantha Mathis,Erik Palladino,16000.0,517.0,263.0
Submarine,R,2010.0,97.0,Richard Ayoade,0.0,Craig Roberts,Paddy Considine,Sally Hawkins,920.0,680.0,594.0
The Square,Not Rated,2013.0,108.0,Jehane Noujaim,63.0,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,161.0,10.0,5.0
One to Another,Unrated,2006.0,95.0,Pascal Arnold,0.0,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,533.0,323.0,164.0
ABCD (Any Body Can Dance),Not Rated,2013.0,160.0,Remo,168.0,Lauren Gottlieb,Remo,Prabhudheva,733.0,168.0,71.0
Man on Wire,PG-13,2008.0,90.0,James Marsh,120.0,Paul McGill,Philippe Petit,Jean-Louis Blondeau,41.0,27.0,0.0
Abandoned,,2015.0,86.0,John Laing,0.0,Siobhan Marshall,Peter Feeney,Rachel Nash,42.0,40.0,3.0
Brotherly Love,R,2015.0,89.0,Jamal Hill,47.0,Logan Browning,Adam Ratcliffe,Faizon Love,628.0,606.0,585.0
The Last Exorcism,PG-13,2010.0,87.0,Daniel Stamm,13.0,Caleb Landry Jones,Ashley Bell,Patrick Fabian,463.0,400.0,308.0
Nowhere Boy,R,2009.0,98.0,Sam Taylor-Johnson,456.0,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,1000.0,549.0,231.0
A Streetcar Named Desire,PG,1951.0,125.0,Elia Kazan,603.0,Marlon Brando,Karl Malden,Kim Hunter,10000.0,416.0,114.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,1964.0,95.0,Stanley Kubrick,0.0,George C. Scott,Slim Pickens,Keenan Wynn,654.0,575.0,277.0
El crimen del padre Amaro,R,2002.0,118.0,Carlos Carrera,12.0,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,201.0,163.0,67.0
Beasts of the Southern Wild,PG-13,2012.0,93.0,Benh Zeitlin,188.0,Quvenzhané Wallis,Gina Montana,Dwight Henry,2000.0,458.0,168.0
Battle for the Planet of the Apes,G,1973.0,96.0,J. Lee Thompson,88.0,Roddy McDowall,Paul Williams,Claude Akins,595.0,356.0,196.0
Songcatcher,PG-13,2000.0,109.0,Maggie Greenwald,9.0,Aidan Quinn,David Patrick Kelly,Jane Adams,767.0,380.0,280.0
Higher Ground,R,2011.0,109.0,Vera Farmiga,0.0,Donna Murphy,Bill Irwin,Michael Chernus,553.0,471.0,186.0
Vaalu,,2015.0,155.0,Vijay Chandar,0.0,Hansika Motwani,T.R. Silambarasan,Brahmanandam,141.0,77.0,61.0
The Greatest Movie Ever Sold,PG-13,2011.0,90.0,Morgan Spurlock,293.0,Quentin Tarantino,J.J. Abrams,Donald Trump,16000.0,14000.0,808.0
Ed and His Dead Mother,PG-13,1993.0,93.0,Jonathan Wacks,0.0,Steve Buscemi,Gary Farmer,Jon Gries,12000.0,580.0,482.0
Travelers and Magicians,,2003.0,108.0,Khyentse Norbu,28.0,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,0.0,0.0,0.0
Hang 'Em High,M,1968.0,114.0,Ted Post,57.0,Clint Eastwood,Bruce Dern,Alan Hale Jr.,16000.0,844.0,426.0
Deadline - U.S.A.,,1952.0,87.0,Richard Brooks,174.0,Humphrey Bogart,Jim Backus,Kim Hunter,2000.0,399.0,114.0
Sublime,R,2007.0,113.0,Tony Krantz,15.0,George Newbern,Tom Cavanagh,Cas Anvar,647.0,642.0,491.0
A Beginner's Guide to Snuff,,2016.0,87.0,Mitchell Altieri,9.0,Kimberley Crossman,Luke Edwards,Bree Williamson,467.0,258.0,165.0
Independence Daysaster,PG-13,2013.0,90.0,W.D. Hogan,4.0,Tom Everett Scott,Keenan Tracey,Nicholas Carella,433.0,108.0,91.0
Dysfunctional Friends,Not Rated,2012.0,111.0,Corey Grant,21.0,Christian Keyes,Essence Atkins,Tatyana Ali,761.0,713.0,685.0
Run Lola Run,R,1998.0,81.0,Tom Tykwer,670.0,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,486.0,37.0,34.0
May,R,2002.0,93.0,Lucky McKee,75.0,James Duval,Will Estes,Nora Zehetner,701.0,461.0,446.0
Against the Wild,PG,2013.0,90.0,Richard Boddington,15.0,Natasha Henstridge,CJ Adams,Erin Pitt,900.0,450.0,120.0
Living Dark: The Story of Ted the Caver,PG-13,2013.0,112.0,David Hunt,0.0,Matthew Alan,Chris Cleveland,Circus-Szalewski,86.0,42.0,11.0
